Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProducts,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Years_Customer,Days_Customer,TotalMntSpent,TotalNumPurchases,Total_Acc_Cmp,Year_Joined,Month_Joined,Day_Joined,Age_Group,Children,Partner,Education_Level
Graduation,Single,34738.0,1,0,51,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,0,30,0,49,20,5,0,2014,May,Sunday,Adult,1,No,Graduate
Master,Together,30538.0,1,0,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,0,43,2,636,367,17,0,2012,October,Monday,Adult,1,Yes,Postgraduate
2n Cycle,Together,82326.0,0,0,30,938,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,0,1,37,0,111,2257,22,4,2014,March,Monday,Adult,0,Yes,Undergraduate
PhD,Divorced,26642.0,1,0,71,13,2,15,2,2,8,2,2,0,3,6,0,0,0,0,0,0,0,47,0,120,42,7,0,2014,March,Saturday,Middel Aged,1,No,Postgraduate
Graduation,Divorced,69932.0,0,1,97,412,172,153,150,105,57,2,7,6,11,4,0,0,0,0,0,0,0,50,1,382,1049,26,0,2013,June,Wednesday,Middel Aged,1,No,Graduate
Graduation,Single,44503.0,1,1,83,31,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0,0,42,0,74,48,7,0,2014,April,Wednesday,Adult,2,No,Graduate
PhD,Single,60200.0,0,1,3,502,19,132,0,6,26,6,6,2,11,6,0,0,0,0,0,0,0,66,1,543,685,25,0,2013,January,Wednesday,Senior Citizen,1,No,Postgraduate
Graduation,Divorced,49638.0,0,1,71,18,10,3,3,5,0,1,1,0,3,2,0,0,0,0,0,0,0,62,0,71,39,5,0,2014,April,Saturday,Middel Aged,1,No,Graduate
2n Cycle,Single,23830.0,0,0,3,1,8,6,4,8,16,1,1,0,3,7,0,0,0,0,0,0,0,27,0,142,43,5,0,2014,February,Friday,Adult,0,No,Undergraduate
Master,Widow,33051.0,0,0,15,100,71,243,108,94,219,3,9,1,8,9,0,0,0,0,0,0,1,55,2,682,835,21,1,2012,August,Thursday,Middel Aged,0,No,Postgraduate
Graduation,Married,72905.0,0,0,52,407,114,445,181,165,203,1,3,7,9,1,0,0,0,1,0,0,0,56,0,159,1515,20,1,2014,January,Tuesday,Middel Aged,0,Yes,Graduate
PhD,Together,69702.0,0,1,8,664,9,240,50,19,57,2,7,7,10,4,0,0,0,0,0,0,0,63,1,495,1039,26,0,2013,February,Tuesday,Middel Aged,1,Yes,Postgraduate
Graduation,Divorced,70300.0,1,0,89,1045,61,338,60,46,46,3,5,5,13,8,0,0,0,0,0,0,0,39,1,349,1596,26,0,2013,July,Monday,Adult,1,No,Graduate
PhD,Married,70643.0,0,0,66,1218,107,304,23,143,33,1,5,8,4,6,0,0,0,0,0,0,1,30,2,622,1828,18,1,2012,October,Monday,Adult,0,Yes,Postgraduate
PhD,Married,30396.0,1,0,22,15,0,6,0,1,12,2,1,1,2,7,1,0,0,0,0,0,1,45,0,60,34,6,2,2014,April,Wednesday,Middel Aged,1,Yes,Postgraduate
PhD,Divorced,50616.0,0,1,56,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,0,46,0,72,149,10,0,2014,April,Friday,Middel Aged,1,No,Postgraduate
Master,Single,62772.0,0,1,74,581,49,157,43,8,108,1,5,6,11,2,0,1,0,0,0,0,0,45,1,406,946,23,1,2013,May,Sunday,Middel Aged,1,No,Postgraduate
PhD,Single,30298.0,0,0,48,6,3,12,6,1,0,1,1,1,3,3,0,0,0,0,0,0,0,29,0,41,28,6,0,2014,May,Monday,Adult,0,No,Postgraduate
Graduation,Single,52413.0,1,0,67,185,8,133,56,56,12,2,7,1,7,7,0,0,0,0,0,0,0,30,2,603,450,17,0,2012,November,Saturday,Adult,1,No,Graduate
PhD,Married,44155.0,1,1,24,22,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0,0,57,0,161,46,5,0,2014,January,Sunday,Middel Aged,2,Yes,Postgraduate
PhD,Divorced,86979.0,0,0,67,584,100,835,65,83,35,1,5,5,5,2,1,0,0,0,0,0,1,43,1,234,1702,16,2,2013,November,Thursday,Adult,0,No,Postgraduate
Graduation,Together,76532.0,1,1,38,355,30,177,90,138,30,4,9,5,7,5,0,0,0,0,0,0,0,39,1,293,820,25,0,2013,September,Monday,Adult,2,Yes,Graduate
Graduation,Married,42081.0,1,0,86,175,10,110,54,6,27,2,6,3,4,6,1,0,0,0,0,0,0,32,1,488,382,15,1,2013,February,Tuesday,Adult,1,Yes,Graduate
PhD,Married,67546.0,0,0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,26,2,667,2126,20,0,2012,August,Friday,Adult,0,Yes,Postgraduate
Master,Together,88420.0,0,0,87,957,153,612,99,95,153,1,4,7,8,1,1,0,1,1,0,0,0,25,0,58,2069,20,3,2014,May,Friday,Adult,0,Yes,Postgraduate
Graduation,Married,31158.0,1,0,62,25,6,16,20,0,5,2,2,0,3,8,0,0,0,0,0,0,0,29,1,518,72,7,0,2013,January,Sunday,Adult,1,Yes,Graduate
Graduation,Divorced,61671.0,0,1,23,641,7,56,0,0,28,8,10,4,6,8,0,1,0,1,0,0,0,46,0,26,732,28,2,2014,June,Tuesday,Middel Aged,1,No,Graduate
Graduation,Single,69719.0,0,0,99,273,86,208,177,14,43,1,2,3,5,1,0,0,0,0,0,0,0,40,0,34,801,11,0,2014,May,Monday,Adult,0,No,Graduate
Graduation,Divorced,49160.0,0,1,29,122,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,0,65,1,252,236,12,0,2013,October,Sunday,Senior Citizen,1,No,Graduate
Basic,Together,24882.0,1,0,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,36,2,658,80,5,1,2012,September,Sunday,Adult,1,Yes,Undergraduate
PhD,Single,90933.0,0,0,90,1020,31,430,62,63,79,1,4,6,4,1,0,0,1,0,0,0,0,60,0,90,1685,15,1,2014,March,Monday,Middel Aged,0,No,Postgraduate
PhD,Single,113734.0,0,0,9,6,2,3,1,262,3,0,27,0,0,1,0,0,0,0,0,0,0,69,0,32,277,27,0,2014,May,Wednesday,Senior Citizen,0,No,Postgraduate
PhD,Together,59292.0,0,1,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,64,1,381,507,18,0,2013,June,Thursday,Middel Aged,1,Yes,Postgraduate
PhD,Married,45759.0,1,1,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,50,1,491,68,7,0,2013,February,Saturday,Middel Aged,2,Yes,Postgraduate
Graduation,Single,22148.0,0,0,16,15,5,14,0,4,11,1,1,0,3,7,0,0,0,0,0,0,0,31,0,77,49,5,0,2014,April,Sunday,Adult,0,No,Graduate
Master,Married,73395.0,0,0,94,272,7,80,20,7,11,1,4,4,6,2,0,0,0,0,0,0,0,27,0,103,397,15,0,2014,March,Tuesday,Adult,0,Yes,Postgraduate
Graduation,Divorced,29819.0,1,0,77,9,1,24,2,1,2,3,3,0,3,6,0,0,0,0,0,0,0,43,1,248,39,9,0,2013,October,Thursday,Adult,1,No,Graduate
Graduation,Married,45688.0,0,1,20,279,0,18,0,0,9,2,3,1,8,4,0,1,0,0,0,0,0,46,0,155,306,14,1,2014,January,Saturday,Middel Aged,1,Yes,Graduate
Graduation,Married,62820.0,0,0,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0,60,1,414,976,14,0,2013,May,Saturday,Middel Aged,0,Yes,Graduate
PhD,Married,60491.0,0,1,81,637,47,237,12,19,76,4,6,11,7,5,0,0,0,0,0,0,0,43,1,296,1028,28,0,2013,September,Friday,Adult,1,Yes,Postgraduate
Graduation,Together,33235.0,1,0,71,45,0,16,2,1,6,1,3,0,3,7,0,0,0,0,0,0,0,28,0,144,70,7,0,2014,February,Wednesday,Adult,1,Yes,Graduate
Graduation,Married,35701.0,0,0,36,21,1,9,7,3,5,1,1,0,3,6,0,0,0,0,0,0,0,55,1,467,46,5,0,2013,March,Tuesday,Middel Aged,0,Yes,Graduate
Master,Married,31535.0,1,0,95,15,4,13,0,0,19,1,1,1,2,7,1,0,0,0,0,0,0,34,1,276,51,5,1,2013,September,Thursday,Adult,1,Yes,Postgraduate
2n Cycle,Together,92556.0,0,0,32,493,183,352,184,23,28,0,3,5,13,0,0,0,0,0,0,0,0,54,0,70,1263,21,0,2014,April,Sunday,Middel Aged,0,Yes,Undergraduate
Graduation,Single,67384.0,0,1,32,957,40,175,158,53,107,2,7,8,5,5,0,1,0,0,0,0,0,44,2,596,1490,22,1,2012,November,Saturday,Adult,1,No,Graduate
Master,Together,80573.0,0,0,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,0,43,2,623,1564,24,0,2012,October,Sunday,Adult,0,Yes,Postgraduate
Graduation,Married,77870.0,0,1,93,1017,50,500,65,50,133,3,5,5,5,8,0,1,0,1,0,0,1,47,2,676,1815,18,3,2012,August,Wednesday,Middel Aged,1,Yes,Graduate
PhD,Widow,52278.0,0,1,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,0,51,1,520,1198,31,0,2013,January,Friday,Middel Aged,1,No,Postgraduate
Graduation,Single,57107.0,0,1,44,159,0,120,0,0,137,7,4,4,8,8,0,1,0,0,1,0,1,46,2,674,416,23,3,2012,August,Friday,Middel Aged,1,No,Graduate
Graduation,Married,18929.0,0,0,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,24,1,498,85,6,0,2013,February,Saturday,Young adult,0,Yes,Graduate
PhD,Single,36038.0,1,0,82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,0,33,1,394,47,8,0,2013,May,Friday,Adult,1,No,Postgraduate
Graduation,Single,20180.0,0,0,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,38,1,494,137,8,0,2013,February,Wednesday,Adult,0,No,Graduate
PhD,Together,34230.0,1,1,72,15,0,4,0,0,2,1,1,0,2,7,0,0,0,0,0,0,0,49,2,550,21,4,0,2012,December,Wednesday,Middel Aged,2,Yes,Postgraduate
2n Cycle,Single,31878.0,0,1,7,23,4,5,10,5,23,1,1,0,4,3,0,0,0,0,0,0,0,37,0,7,70,6,0,2014,June,Sunday,Adult,1,No,Undergraduate
2n Cycle,Married,70932.0,0,1,57,200,193,100,46,185,185,2,6,2,12,3,0,0,0,0,0,0,0,42,0,161,909,22,0,2014,January,Sunday,Adult,1,Yes,Undergraduate
Graduation,Single,91249.0,0,0,84,1324,27,119,71,108,27,0,7,9,6,4,0,1,1,1,1,0,1,58,2,617,1676,22,5,2012,October,Saturday,Middel Aged,0,No,Graduate
Master,Single,77598.0,0,0,53,1193,33,281,129,66,33,1,7,5,13,3,0,0,1,0,0,0,0,71,1,271,1735,26,1,2013,October,Tuesday,Senior Citizen,0,No,Postgraduate
Graduation,Single,80982.0,1,1,48,505,137,401,104,22,22,3,11,5,11,5,0,0,0,0,0,1,0,55,1,537,1191,30,0,2013,January,Tuesday,Middel Aged,2,No,Graduate
Master,Married,22701.0,1,0,2,2,4,9,0,4,5,1,1,0,3,5,0,0,0,0,0,0,0,37,1,297,24,5,0,2013,September,Thursday,Adult,1,Yes,Postgraduate
PhD,Married,55212.0,0,1,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,0,45,2,583,1182,20,2,2012,November,Friday,Middel Aged,1,Yes,Postgraduate
Graduation,Married,70617.0,0,0,45,353,61,753,40,46,27,1,3,3,7,2,0,0,0,0,0,0,0,44,1,371,1280,14,0,2013,June,Sunday,Adult,0,Yes,Graduate
Graduation,Single,64849.0,0,0,42,652,48,350,94,84,108,1,9,3,6,5,0,0,0,0,0,0,1,57,2,593,1336,19,1,2012,November,Tuesday,Middel Aged,0,No,Graduate
Master,Married,62694.0,1,1,29,379,6,157,25,91,91,5,9,3,7,7,0,0,0,0,0,0,0,49,1,377,749,24,0,2013,June,Monday,Middel Aged,2,Yes,Postgraduate
PhD,Married,61917.0,1,1,83,46,4,36,2,2,1,1,2,0,4,5,0,0,0,0,0,0,0,40,1,221,91,7,0,2013,November,Wednesday,Adult,2,Yes,Postgraduate
PhD,Married,67472.0,0,1,93,162,31,127,8,17,69,2,4,2,7,3,0,0,0,0,0,0,0,67,1,274,414,15,0,2013,September,Saturday,Senior Citizen,1,Yes,Postgraduate
Master,Married,21059.0,1,0,40,8,3,19,3,3,8,3,3,0,3,6,0,0,0,0,0,0,0,32,0,173,44,9,0,2014,January,Tuesday,Adult,1,Yes,Postgraduate
Master,Married,29543.0,2,0,47,17,3,18,3,4,18,2,3,1,2,7,0,0,0,0,0,0,0,46,0,89,63,8,0,2014,April,Tuesday,Middel Aged,2,Yes,Postgraduate
Graduation,Married,75903.0,0,1,50,340,108,185,130,38,100,2,6,6,9,3,0,0,0,0,0,0,0,63,1,447,901,23,0,2013,April,Monday,Middel Aged,1,Yes,Graduate
2n Cycle,Together,34984.0,1,1,40,8,4,15,3,5,3,2,1,0,3,7,0,0,0,0,0,0,0,39,2,661,38,6,0,2012,September,Thursday,Adult,2,Yes,Undergraduate
PhD,Single,54998.0,0,1,3,154,22,202,39,30,8,5,4,2,9,4,0,0,0,0,0,0,1,58,1,476,455,20,1,2013,March,Sunday,Middel Aged,1,No,Postgraduate
PhD,Widow,54356.0,0,1,62,710,15,30,20,0,0,3,11,2,8,8,0,0,0,0,0,0,1,65,2,587,775,24,1,2012,November,Monday,Senior Citizen,1,No,Postgraduate
Master,Married,34242.0,0,1,25,8,2,4,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,55,0,98,15,4,0,2014,March,Sunday,Middel Aged,1,Yes,Postgraduate
Graduation,Married,25410.0,1,0,48,2,2,4,13,13,4,1,1,0,4,4,0,0,0,0,0,0,0,41,1,302,38,6,0,2013,August,Saturday,Adult,1,Yes,Graduate
PhD,Married,73356.0,0,0,56,1050,14,322,0,14,112,1,5,11,5,2,1,0,1,1,0,0,1,30,0,143,1512,22,4,2014,February,Thursday,Adult,0,Yes,Postgraduate
Graduation,Together,28320.0,0,1,68,19,1,14,3,2,4,1,1,0,3,8,0,0,0,0,0,0,0,64,1,531,43,5,0,2013,January,Monday,Middel Aged,1,Yes,Graduate
Graduation,Single,23763.0,1,0,64,22,0,6,6,2,6,1,1,0,3,7,0,0,0,0,0,0,0,37,2,691,42,5,0,2012,August,Tuesday,Adult,1,No,Graduate
Graduation,Married,72570.0,0,0,67,274,83,216,151,141,224,1,4,6,12,1,0,0,0,0,0,0,0,30,0,65,1089,23,0,2014,April,Friday,Adult,0,Yes,Graduate
Master,Married,34529.0,1,0,94,68,6,38,3,6,41,2,2,2,3,7,0,0,0,0,0,0,0,38,2,653,162,9,0,2012,September,Friday,Adult,1,Yes,Postgraduate
Graduation,Widow,70792.0,0,0,82,344,45,654,104,11,114,2,3,4,10,3,0,0,0,0,0,0,0,63,1,508,1272,19,0,2013,February,Wednesday,Middel Aged,0,No,Graduate
Graduation,Married,63211.0,0,0,3,145,193,459,205,26,145,2,3,8,7,2,0,0,0,0,0,0,1,32,2,604,1173,20,1,2012,November,Friday,Adult,0,Yes,Graduate
Master,Married,83891.0,0,1,24,217,38,350,111,85,15,1,4,7,10,1,0,0,0,0,0,0,0,40,0,9,816,22,0,2014,June,Friday,Adult,1,Yes,Postgraduate
Graduation,Single,36065.0,1,1,54,18,7,34,10,2,3,3,3,0,3,8,0,0,0,0,0,0,0,46,1,455,74,9,0,2013,March,Sunday,Middel Aged,2,No,Graduate
Graduation,Together,39898.0,0,1,20,69,8,26,12,7,12,2,3,0,4,7,0,0,0,0,0,0,0,60,1,502,134,9,0,2013,February,Tuesday,Middel Aged,1,Yes,Graduate
PhD,Single,51141.0,0,0,96,144,0,7,0,0,6,1,3,1,4,5,0,0,0,0,0,0,0,74,1,356,157,9,0,2013,July,Monday,Senior Citizen,0,No,Postgraduate
Graduation,Married,56939.0,0,1,19,256,34,103,90,29,49,2,3,3,10,3,0,0,0,0,0,0,0,38,1,284,561,18,0,2013,September,Wednesday,Adult,1,Yes,Graduate
Graduation,Single,80872.0,0,0,60,483,72,567,94,12,108,1,4,4,10,1,0,0,0,0,0,0,0,63,0,48,1336,19,0,2014,May,Monday,Middel Aged,0,No,Graduate
PhD,Together,72335.0,0,0,2,1285,105,653,28,21,0,1,10,4,8,8,0,0,0,0,0,0,1,38,2,685,2092,23,1,2012,August,Monday,Adult,0,Yes,Postgraduate
PhD,Single,61798.0,0,0,13,338,4,89,11,8,13,1,4,2,9,4,0,0,0,0,0,0,0,50,1,218,463,16,0,2013,November,Saturday,Middel Aged,0,No,Postgraduate
PhD,Widow,76842.0,0,0,37,605,10,345,84,54,32,1,1,8,7,0,0,0,0,0,0,0,0,64,0,57,1130,17,0,2014,May,Saturday,Middel Aged,0,No,Postgraduate
Graduation,Together,29478.0,1,0,59,8,0,7,3,1,1,1,1,0,3,6,0,0,0,0,0,0,0,38,0,163,20,5,0,2014,January,Friday,Adult,1,Yes,Graduate
Graduation,Single,46998.0,0,1,55,172,41,86,45,6,27,5,5,3,5,7,1,0,0,0,0,0,0,58,2,615,377,18,1,2012,October,Monday,Middel Aged,1,No,Graduate
Graduation,Single,96843.0,0,0,60,448,71,951,40,17,17,1,6,11,10,2,0,0,1,0,0,0,1,24,1,432,1544,28,2,2013,April,Tuesday,Young adult,0,No,Graduate
PhD,Widow,56551.0,1,1,48,67,4,32,17,2,16,3,2,1,4,4,0,0,0,0,0,0,0,64,0,53,138,10,0,2014,May,Wednesday,Middel Aged,2,No,Postgraduate
Master,Married,70053.0,0,1,38,512,53,98,81,179,89,3,8,5,10,5,0,0,0,0,0,0,0,49,1,361,1012,26,0,2013,July,Wednesday,Middel Aged,1,Yes,Postgraduate
PhD,Widow,71670.0,0,0,8,1462,16,128,0,0,160,1,5,3,6,6,0,1,1,0,1,0,1,52,1,355,1766,15,4,2013,July,Tuesday,Middel Aged,0,No,Postgraduate
Graduation,Married,44359.0,1,1,19,20,0,14,7,3,1,3,2,0,4,3,0,0,0,0,0,0,0,36,0,12,45,9,0,2014,June,Tuesday,Adult,2,Yes,Graduate
Graduation,Single,40887.0,1,1,32,50,4,44,10,10,43,3,3,1,3,9,0,0,0,0,0,0,1,62,1,419,161,10,1,2013,May,Monday,Middel Aged,2,No,Graduate
Graduation,Divorced,48877.0,0,1,27,102,1,15,2,0,24,1,3,0,4,7,0,0,0,0,0,0,0,48,0,175,144,8,0,2014,January,Sunday,Middel Aged,1,No,Graduate
Graduation,Together,74485.0,0,0,58,499,149,815,173,49,49,1,6,7,12,3,0,0,0,0,0,0,0,67,1,309,1734,26,0,2013,August,Saturday,Senior Citizen,0,Yes,Graduate
Graduation,Together,64474.0,0,1,59,381,35,172,56,86,93,2,8,2,10,5,0,0,0,0,0,0,0,42,1,250,823,22,0,2013,October,Tuesday,Adult,1,Yes,Graduate
Graduation,Together,77226.0,0,1,29,631,43,239,128,76,21,2,6,8,12,3,0,0,0,0,0,0,0,51,0,121,1138,28,0,2014,February,Friday,Middel Aged,1,Yes,Graduate
Graduation,Widow,72643.0,0,0,60,526,80,553,123,94,53,1,3,10,7,2,0,0,0,1,0,0,1,65,1,487,1429,21,2,2013,February,Wednesday,Senior Citizen,0,No,Graduate
Master,Together,85738.0,0,0,41,913,26,376,17,26,13,1,3,6,11,1,0,1,1,0,0,0,0,36,0,157,1371,21,2,2014,January,Thursday,Adult,0,Yes,Postgraduate
Graduation,Divorced,55686.0,0,1,27,673,0,199,37,47,26,2,6,3,5,4,1,0,0,0,0,0,0,48,1,500,982,16,1,2013,February,Thursday,Middel Aged,1,No,Graduate
Graduation,Single,39062.0,1,0,28,23,0,9,0,0,12,1,1,0,3,4,1,0,0,0,0,0,0,31,0,96,44,5,1,2014,March,Tuesday,Adult,1,No,Graduate
Graduation,Together,34600.0,1,1,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,1,43,1,544,318,17,1,2013,January,Tuesday,Adult,2,Yes,Graduate
Graduation,Married,40794.0,0,1,18,261,23,73,4,23,50,2,6,3,5,7,0,0,0,0,0,0,0,39,1,448,434,16,0,2013,April,Sunday,Adult,1,Yes,Graduate
2n Cycle,Married,54690.0,1,1,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,43,1,234,198,12,0,2013,November,Thursday,Adult,2,Yes,Undergraduate
Graduation,Married,4428.0,0,1,0,16,4,12,2,4,321,0,25,0,0,1,0,0,0,0,0,0,0,45,1,267,359,25,0,2013,October,Saturday,Middel Aged,1,Yes,Graduate
2n Cycle,Married,32632.0,0,0,32,63,151,137,153,19,53,2,4,4,8,5,0,0,0,0,0,0,0,51,2,696,576,18,0,2012,August,Thursday,Middel Aged,0,Yes,Undergraduate
PhD,Single,38236.0,1,1,2,58,0,18,2,0,10,4,3,0,4,7,0,0,0,0,0,0,0,46,1,282,88,11,0,2013,September,Friday,Middel Aged,2,No,Postgraduate
Graduation,Married,36781.0,1,0,16,29,1,17,0,3,13,1,2,1,2,8,0,0,0,0,0,0,1,35,0,80,63,6,1,2014,April,Thursday,Adult,1,Yes,Graduate
Master,Single,31385.0,1,0,56,3,2,12,0,1,9,1,1,0,2,8,1,0,0,0,0,0,1,30,2,571,27,4,2,2012,December,Wednesday,Adult,1,No,Postgraduate
Graduation,Married,24570.0,1,0,97,28,34,62,11,14,44,3,4,0,4,9,0,0,0,0,0,0,0,30,1,487,193,11,0,2013,February,Wednesday,Adult,1,Yes,Graduate
PhD,Divorced,25509.0,1,0,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,1,40,2,649,101,9,1,2012,September,Tuesday,Adult,1,No,Postgraduate
Graduation,Married,94642.0,0,0,35,879,143,797,106,143,143,0,5,7,9,1,0,0,1,1,0,0,0,63,0,137,2211,21,2,2014,February,Wednesday,Middel Aged,0,Yes,Graduate
Master,Married,58646.0,0,1,3,62,1,44,6,5,22,1,2,1,4,4,0,0,0,0,0,0,0,52,1,384,140,8,0,2013,June,Monday,Middel Aged,1,Yes,Postgraduate
Graduation,Single,53201.0,1,1,49,280,7,81,20,0,27,8,6,3,5,7,0,0,0,0,0,0,0,39,1,502,415,22,0,2013,February,Tuesday,Adult,2,No,Graduate
Graduation,Together,21994.0,0,1,4,9,0,6,3,1,3,1,0,0,3,5,0,0,0,0,0,0,0,57,2,552,22,4,0,2012,December,Monday,Middel Aged,1,Yes,Graduate
Graduation,Married,57113.0,1,1,45,182,4,33,0,2,42,6,4,1,5,7,0,0,0,0,0,0,0,36,1,508,263,16,0,2013,February,Wednesday,Adult,2,Yes,Graduate
Graduation,Married,51373.0,0,0,37,83,2,101,64,26,117,1,3,5,3,4,0,0,0,0,0,0,0,23,1,372,393,12,0,2013,June,Saturday,Young adult,0,Yes,Graduate
Graduation,Married,23477.0,1,0,39,38,15,54,3,8,29,3,3,0,4,8,0,0,0,0,0,0,0,28,1,251,147,10,0,2013,October,Monday,Adult,1,Yes,Graduate
Graduation,Married,58116.0,0,1,38,228,19,130,4,11,51,2,3,3,8,2,0,0,0,0,0,0,0,58,0,77,443,16,0,2014,April,Sunday,Middel Aged,1,Yes,Graduate
PhD,Divorced,72968.0,0,0,8,1092,37,592,145,37,55,1,5,5,8,3,0,0,0,1,0,0,1,51,1,195,1958,19,2,2013,December,Monday,Middel Aged,0,No,Postgraduate
Master,Married,39791.0,0,1,89,85,15,27,13,13,21,2,3,1,4,7,0,0,0,0,0,0,0,43,1,458,174,10,0,2013,March,Thursday,Adult,1,Yes,Postgraduate
Master,Single,91712.0,0,0,47,1276,24,746,94,29,48,0,9,7,11,3,0,0,1,0,0,0,1,67,1,255,2217,27,2,2013,October,Thursday,Senior Citizen,0,No,Postgraduate
Graduation,Single,94472.0,0,1,75,1017,33,417,108,100,16,1,5,5,5,5,0,1,1,0,0,0,0,56,0,87,1691,16,2,2014,April,Thursday,Middel Aged,1,No,Graduate
Graduation,Together,13672.0,1,1,86,6,2,9,2,1,5,2,1,0,3,8,0,0,0,0,0,0,0,54,1,438,25,6,0,2013,April,Wednesday,Middel Aged,2,Yes,Graduate
2n Cycle,Married,96547.0,0,0,4,448,21,125,52,101,62,0,7,6,8,2,1,0,1,1,0,0,1,34,0,37,809,21,4,2014,May,Friday,Adult,0,Yes,Undergraduate
Graduation,Married,79205.0,0,0,73,504,23,117,179,28,44,1,6,5,4,4,0,0,0,1,0,0,1,39,2,669,895,16,2,2012,August,Wednesday,Adult,0,Yes,Graduate
PhD,Together,56559.0,0,1,46,226,22,133,41,31,31,3,4,3,8,4,0,0,0,0,0,0,0,39,2,551,484,18,0,2012,December,Tuesday,Adult,1,Yes,Postgraduate
PhD,Married,32644.0,1,0,38,239,3,141,0,7,23,4,7,1,6,8,1,0,0,0,0,0,0,41,1,529,413,18,1,2013,January,Wednesday,Adult,1,Yes,Postgraduate
2n Cycle,Single,67506.0,0,1,73,90,38,67,33,36,67,1,4,1,6,3,0,0,0,0,0,0,0,34,0,178,331,12,0,2014,January,Thursday,Adult,1,No,Undergraduate
Graduation,Single,24206.0,1,0,66,7,2,8,3,2,3,1,1,0,3,6,0,0,0,0,0,0,0,44,1,478,25,5,0,2013,March,Friday,Adult,1,No,Graduate
PhD,Divorced,28420.0,1,0,36,4,2,5,2,0,0,1,1,0,2,6,0,0,0,0,0,0,0,47,1,187,13,4,0,2013,December,Tuesday,Middel Aged,1,No,Postgraduate
Graduation,Married,22979.0,1,0,29,16,17,19,20,21,22,3,3,2,2,8,0,0,0,0,0,0,1,44,2,661,115,10,1,2012,September,Thursday,Adult,1,Yes,Graduate
Graduation,Single,33279.0,0,0,29,10,3,3,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,48,0,17,16,4,0,2014,June,Thursday,Middel Aged,0,No,Graduate
Master,Single,46423.0,1,1,6,68,0,16,0,0,8,3,2,0,4,7,0,0,0,0,0,0,0,42,1,284,92,9,0,2013,September,Wednesday,Adult,2,No,Postgraduate
Graduation,Married,30368.0,0,1,97,35,0,13,2,0,2,2,2,0,3,8,0,0,0,0,0,0,0,37,1,234,52,7,0,2013,November,Thursday,Adult,1,Yes,Graduate
Graduation,Married,63684.0,0,1,61,575,80,428,208,93,80,3,8,4,8,5,0,0,0,0,0,0,0,44,2,580,1464,23,0,2012,November,Monday,Adult,1,Yes,Graduate
Graduation,Divorced,41638.0,0,1,68,315,0,31,4,0,91,4,5,5,3,8,1,0,0,0,0,0,0,50,1,501,441,17,1,2013,February,Wednesday,Middel Aged,1,No,Graduate
PhD,Divorced,68805.0,0,1,73,182,2,49,17,13,20,1,3,1,7,2,0,0,0,0,0,0,0,55,1,285,283,12,0,2013,September,Tuesday,Middel Aged,1,No,Postgraduate
PhD,Together,65814.0,0,1,90,561,14,113,10,14,35,3,8,2,10,5,0,0,0,0,0,0,0,48,0,119,747,23,0,2014,March,Sunday,Middel Aged,1,Yes,Postgraduate
Graduation,Divorced,71964.0,0,0,81,587,51,932,180,34,86,1,5,6,5,3,0,0,0,0,0,0,0,56,1,405,1870,17,0,2013,May,Monday,Middel Aged,0,No,Graduate
Graduation,Single,39146.0,1,0,1,94,1,33,13,12,12,3,4,0,4,8,0,0,0,0,0,0,0,28,1,500,165,11,0,2013,February,Thursday,Adult,1,No,Graduate
Graduation,Together,96876.0,0,0,79,908,43,735,40,194,21,1,7,7,9,2,0,1,1,1,0,0,1,37,1,327,1941,24,4,2013,August,Tuesday,Adult,0,Yes,Graduate
